POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA6153,2209,4336,25,121,253,1137,17,70,1277,4929,1572,6256,185,737,372,1273,463,1404,1021,3414,2590,9668,7,17,49,157,18,52,189,472,261,693,40,125,120,269,233,481,389,871,647,1572,108,240,5557,15816
POA6154,955,1875,10,69,151,690,17,77,707,2730,884,3560,90,354,153,548,191,579,439,1487,1325,5042,4,17,25,89,11,24,98,259,141,391,17,47,52,131,141,299,209,477,349,869,47,97,2676,7887
POA6155,3989,7950,121,661,1063,4790,156,708,3969,15388,5299,21543,577,2389,924,3199,1323,4189,2822,9775,8122,31320,20,83,179,633,36,132,519,1416,762,2263,104,338,228,568,479,1060,807,1966,1565,4226,225,508,13901,43991
POA6156,1555,3050,28,170,245,1094,41,160,1214,4635,1523,6059,107,440,216,730,298,936,619,2105,2145,8161,3,15,60,206,18,72,238,602,324,899,39,128,88,207,242,520,374,853,697,1752,69,141,4460,13105
POA6157,1412,2760,15,63,138,619,24,91,929,3461,1109,4240,83,337,142,470,215,664,442,1476,1550,5712,4,20,36,119,11,25,211,532,260,691,28,94,73,170,195,394,300,655,561,1347,65,135,3588,9947
POA6158,755,1462,11,64,103,446,9,36,514,1947,634,2491,62,244,128,439,128,399,316,1084,949,3579,4,9,24,70,4,15,81,193,109,285,8,19,42,87,73,160,123,262,231,549,27,46,1955,5636
POA6159,465,889,4,9,24,109,3,20,155,566,191,696,14,51,37,127,54,153,102,338,296,1029,0,0,3,16,3,3,38,101,42,118,5,20,13,37,38,75,61,124,106,249,3,7,866,2177
POA6160,961,1863,5,20,46,186,10,43,346,1248,405,1493,29,110,75,240,93,281,202,632,601,2130,0,5,25,74,3,18,101,223,131,317,11,21,48,97,99,198,156,318,286,632,42,82,1890,4712
POA6161,14,22,0,0,0,0,0,0,6,22,6,22,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47
POA6162,1168,2277,13,77,90,407,24,99,700,2599,831,3174,52,196,114,381,201,616,365,1189,1195,4368,5,10,18,69,8,27,165,406,195,512,16,55,67,141,189,375,272,569,467,1080,45,91,2872,7809
POA6163,5374,10550,59,330,505,2299,125,539,2770,10370,3460,13535,325,1344,486,1616,1211,3762,2020,6714,5478,20253,21,103,151,515,54,185,793,2099,1027,2905,86,282,254,555,952,2030,1298,2863,2321,5768,288,606,13459,37177
POA6164,4916,9632,114,659,755,3448,200,898,5128,19471,6203,24468,450,1804,609,2037,1147,3657,2201,7495,8402,31969,31,130,162,567,72,259,838,2234,1097,3190,94,299,224,512,664,1458,983,2265,2077,5460,216,451,15621,47504
POA6165,11,19,3,9,0,0,0,3,0,8,3,23,0,3,0,0,4,10,6,9,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,23,60
POA6166,1021,2024,18,90,125,546,36,161,620,2389,796,3191,89,372,129,454,319,1012,546,1833,1339,5023,4,13,20,70,5,15,104,275,130,375,21,73,33,70,113,237,164,381,296,753,26,65,2688,7863
POA6167,2230,4412,56,323,227,1115,98,433,1842,7067,2219,8935,125,509,156,511,471,1477,752,2499,2973,11431,23,97,86,304,48,182,597,1688,757,2267,40,135,93,203,433,908,566,1255,1323,3524,116,247,6637,19613
POA6168,2754,5404,27,155,151,704,89,427,1048,3971,1317,5261,77,325,175,567,499,1515,757,2405,2078,7673,14,75,73,237,45,169,521,1342,647,1829,51,161,93,187,453,928,591,1278,1241,3109,108,217,6184,16405
POA6169,3720,7270,75,391,365,1684,158,709,2087,7982,2684,10771,216,880,286,929,815,2485,1314,4296,3997,15073,26,112,112,405,65,243,721,1936,920,2706,74,239,130,282,532,1150,733,1671,1652,4376,115,226,9482,26948
POA6170,1116,2189,31,178,142,674,67,299,1117,4152,1359,5295,65,286,78,266,186,574,331,1131,1689,6424,3,21,41,163,19,74,268,750,329,1011,25,77,55,135,127,283,205,494,534,1499,63,131,3406,10253
POA6171,2733,5263,72,395,436,1984,151,676,3060,11638,3718,14688,159,638,248,795,433,1320,837,2756,4558,17445,18,97,86,316,44,156,551,1511,701,2070,45,131,69,149,215,473,328,757,1026,2825,77,153,8389,25690
POA6172,1063,2045,42,211,206,961,83,376,948,3692,1279,5236,108,440,142,444,362,1101,611,1989,1886,7220,8,42,72,250,28,127,324,932,431,1355,30,94,42,92,168,367,234,555,670,1904,46,100,3667,11271
POA6173,773,1487,34,174,248,1086,77,316,1140,4420,1495,6005,106,429,175,571,269,826,549,1832,2047,7839,3,17,36,128,20,58,196,569,263,772,20,73,41,94,75,150,131,319,397,1091,25,53,3236,10466
POA6174,278,535,13,58,63,300,10,55,298,1121,390,1536,22,87,36,103,59,195,116,389,508,1923,0,4,14,56,8,29,110,306,132,390,3,13,22,46,37,82,58,145,197,532,11,18,988,3017
POA6175,308,588,14,74,63,266,18,99,323,1240,416,1683,21,93,39,133,87,259,148,479,565,2160,4,22,13,36,10,35,63,184,82,275,9,21,10,27,42,91,58,135,145,411,8,21,1031,3187
POA6176,145,285,4,45,10,40,9,46,115,404,137,540,5,31,15,53,29,88,57,178,193,710,0,0,3,17,0,8,14,45,21,66,0,4,4,3,8,20,15,31,37,99,0,3,376,1099
POA6180,540,1041,11,70,63,276,22,110,480,1828,576,2280,17,56,42,142,91,262,145,464,722,2748,0,3,21,77,7,31,109,313,140,431,10,19,16,29,49,114,76,168,210,598,16,28,1489,4417
POA6181,49,95,3,14,11,40,3,8,27,126,42,194,5,23,10,32,22,60,34,114,79,307,0,0,0,0,0,0,4,15,4,15,0,0,3,3,5,10,9,16,13,31,0,3,138,428
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,119,240,0,5,17,72,4,32,65,255,89,368,12,40,7,34,33,92,50,165,135,529,0,0,0,4,0,0,13,25,15,30,0,3,0,4,9,11,10,15,23,48,3,4,283,822
POA6208,1561,3051,18,106,113,521,31,145,660,2544,826,3326,57,221,76,246,231,686,360,1158,1185,4482,3,20,45,167,19,73,234,665,304,919,22,59,37,84,161,325,216,473,525,1388,30,53,3297,8978
POA6209,243,485,3,35,26,107,11,54,73,288,111,488,20,86,15,37,44,135,77,261,192,743,0,0,5,22,3,9,34,92,40,126,0,3,8,15,26,56,40,81,79,204,3,8,518,1438
POA6210,8646,16833,143,791,645,2960,237,1052,3566,13433,4598,18232,347,1377,533,1762,1262,3815,2147,6958,6739,25190,43,180,240,874,127,453,1356,3691,1761,5194,123,407,260,565,935,1955,1317,2924,3079,8116,210,443,18679,50585
POA6211,959,1871,13,69,74,323,18,85,459,1783,564,2257,42,178,54,173,134,389,229,738,796,2996,3,11,20,72,9,26,138,398,168,511,6,26,16,41,79,158,107,228,274,741,18,33,2048,5635
POA6213,90,172,3,10,0,5,3,17,35,153,44,189,4,13,4,7,18,47,22,64,64,255,0,0,0,3,3,6,8,20,8,31,0,4,3,12,13,22,20,38,32,69,3,4,183,507
POA6214,68,132,0,6,10,32,0,5,42,159,46,205,4,24,7,22,20,60,32,98,80,304,0,0,4,23,0,0,4,16,9,34,0,5,3,3,5,14,12,19,17,55,0,0,171,492
POA6215,484,940,15,87,35,157,17,69,225,878,288,1189,16,68,21,76,99,284,138,425,433,1618,0,0,10,47,5,23,70,183,90,248,3,14,13,30,59,132,81,173,167,420,9,17,1089,2998
POA6218,45,93,0,0,3,26,0,0,28,101,33,126,0,3,0,8,7,23,14,40,45,166,0,0,0,6,0,3,5,22,9,30,0,0,3,3,0,0,3,3,8,34,0,0,101,297
POA6220,524,1035,13,67,46,214,20,85,259,1037,341,1413,25,98,30,97,109,356,167,546,510,1960,0,3,8,37,6,23,59,160,79,218,3,9,12,23,58,132,73,172,149,389,12,35,1203,3413
POA6221,27,46,0,7,5,34,0,4,9,52,19,96,0,8,0,9,5,23,15,36,34,137,0,0,0,0,0,0,8,18,8,18,0,0,0,0,5,7,5,7,9,28,3,3,70,215
POA6223,19,32,0,0,3,19,4,12,16,62,23,90,3,10,0,3,0,6,9,21,31,112,0,0,0,0,0,3,0,3,0,11,3,7,0,0,4,9,7,18,8,23,0,0,56,162
POA6224,132,258,7,21,12,72,5,17,55,237,81,347,6,34,14,41,28,81,47,154,129,500,0,7,3,20,0,0,19,58,28,85,0,6,3,8,23,42,23,55,55,134,0,3,313,904
POA6225,1025,2019,15,88,91,417,40,194,494,1921,644,2616,47,175,45,155,224,687,312,1014,960,3637,0,5,35,128,11,53,171,490,219,679,13,30,31,62,117,249,156,344,374,1020,29,71,2391,6743
POA6226,78,154,3,13,18,82,3,10,64,266,89,365,9,49,6,24,20,58,38,127,128,498,0,5,0,0,0,0,8,19,9,30,0,3,0,0,7,20,9,22,18,51,0,3,226,704
POA6227,85,160,4,30,14,65,0,5,73,294,93,386,0,3,6,21,8,33,20,55,110,443,0,7,0,0,0,4,7,30,11,37,0,0,0,0,9,19,9,19,18,54,0,0,216,661
POA6228,22,41,0,0,5,21,0,5,11,35,15,61,3,11,0,6,3,7,3,21,19,84,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,7,3,3,43,132
POA6229,28,57,0,0,0,14,0,0,9,26,7,36,0,0,0,0,3,12,3,12,16,51,0,0,0,4,0,0,0,0,3,3,0,0,3,0,0,0,3,0,4,12,0,0,46,112
POA6230,4538,8862,69,397,462,2067,154,682,2608,9980,3291,13123,168,673,354,1111,735,2252,1259,4039,4544,17164,21,107,172,602,89,329,909,2407,1193,3439,58,177,206,436,602,1239,862,1855,2055,5293,131,271,11265,31584
POA6232,1161,2256,28,120,126,557,53,248,781,2998,981,3917,51,212,78,233,197,603,326,1047,1313,4966,8,47,31,115,21,79,206,551,275,788,17,63,44,101,117,240,179,406,454,1197,30,61,2959,8482
POA6233,2034,3953,36,182,250,1100,86,400,1477,5730,1853,7419,85,343,165,518,370,1102,617,1963,2467,9384,11,58,54,192,27,95,319,897,418,1240,23,69,54,112,166,348,234,528,649,1765,46,90,5200,15189
POA6236,258,517,3,22,35,165,10,53,115,473,169,712,12,60,25,65,52,155,87,276,260,996,0,0,3,4,4,9,20,55,28,78,3,19,3,6,27,57,34,77,65,158,6,6,588,1671
POA6237,331,640,0,12,34,156,12,42,162,646,207,859,17,77,20,64,67,208,112,352,320,1215,0,0,8,28,0,4,31,88,41,115,0,0,13,17,27,53,37,71,78,191,5,5,732,2048
POA6239,571,1105,6,51,42,198,18,64,259,1058,324,1370,27,105,22,81,82,243,131,423,459,1794,0,4,6,23,10,31,54,152,67,199,4,14,16,26,35,70,50,116,120,313,16,29,1162,3236
POA6240,32,58,0,0,0,0,0,0,0,10,0,10,0,0,0,4,7,17,7,18,10,28,0,0,0,3,0,0,4,4,3,4,0,0,0,3,0,0,0,3,3,11,0,0,45,99
POA6243,8,18,0,0,0,5,0,8,3,8,4,22,0,5,0,0,0,3,3,8,5,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,5,4,0,0,15,50
POA6244,216,427,0,0,13,40,5,17,89,366,104,428,4,29,7,20,14,44,31,101,136,525,0,0,3,4,0,9,18,61,24,73,3,7,4,3,5,16,13,21,38,100,0,5,396,1055
POA6251,46,92,0,3,3,25,3,10,18,77,29,121,3,11,0,3,3,14,9,19,33,139,0,0,0,0,0,0,4,12,4,12,0,7,0,3,7,8,8,17,11,29,0,3,93,263
POA6252,21,44,0,5,0,6,0,0,7,26,10,39,0,6,0,3,0,3,3,7,9,47,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,3,4,3,5,0,0,35,101
POA6253,117,219,3,20,4,23,0,0,23,80,30,121,0,10,4,7,10,22,15,39,46,165,0,0,3,8,0,0,6,15,11,30,0,0,3,5,5,15,9,17,21,48,0,0,179,430
POA6254,63,125,0,0,6,19,0,8,25,101,27,128,0,0,3,8,10,24,8,35,40,154,0,0,4,13,0,5,9,20,13,42,4,8,3,8,8,18,16,36,28,81,0,7,136,368
POA6255,588,1136,0,11,42,178,19,78,203,807,265,1075,18,79,29,81,54,160,102,318,364,1390,3,11,12,33,0,4,64,167,79,217,3,3,7,18,27,56,43,84,114,296,3,9,1067,2833
POA6256,62,121,4,16,0,9,0,4,26,87,33,120,0,5,0,5,8,28,13,36,41,158,0,0,0,0,0,0,4,12,4,12,0,0,0,0,0,3,0,3,4,10,0,0,107,299
POA6258,793,1551,14,83,64,323,25,107,362,1427,470,1944,20,84,54,167,119,356,191,606,659,2547,8,29,19,64,11,44,108,302,148,433,6,23,27,62,85,183,120,265,267,704,26,49,1741,4851
POA6260,177,343,0,4,27,121,4,25,75,282,102,439,3,15,13,43,24,71,41,122,144,564,0,0,3,9,0,6,21,48,20,63,0,0,4,10,16,30,17,41,46,102,5,13,366,1015
POA6262,115,225,0,5,6,15,3,11,40,149,44,185,0,3,5,17,12,34,18,59,62,236,0,0,0,4,0,0,16,38,16,43,0,7,0,3,11,14,13,19,24,60,0,4,204,525
POA6271,418,815,7,28,45,200,6,37,210,801,268,1071,9,39,23,78,47,144,80,258,349,1334,0,5,7,34,4,17,81,219,97,273,3,8,9,20,47,92,57,121,152,396,10,16,925,2558
POA6275,211,411,0,6,9,52,3,21,55,210,69,289,3,7,0,8,29,84,34,100,103,394,0,0,0,4,0,3,29,71,31,82,0,0,0,3,15,32,18,36,41,111,3,9,360,922
POA6280,3286,6414,61,316,298,1346,91,402,1758,6847,2207,8904,115,433,241,753,487,1462,845,2649,3043,11555,13,66,93,326,28,108,492,1353,630,1853,36,122,126,264,314,655,471,1041,1103,2898,65,136,7503,20998
POA6281,811,1572,12,54,66,281,22,78,638,2399,742,2806,19,67,49,141,81,242,147,454,889,3257,3,9,19,62,7,22,100,242,126,325,4,13,21,47,49,92,79,159,201,483,9,21,1913,5340
POA6282,184,357,0,7,17,78,0,11,94,369,121,473,6,26,12,40,20,48,35,110,154,582,0,0,0,3,0,0,11,21,11,28,0,0,8,11,9,12,12,21,25,46,0,3,363,994
POA6284,199,395,0,0,26,118,0,11,225,854,258,978,11,42,8,26,22,59,41,120,295,1106,0,0,3,18,0,4,37,84,43,104,0,0,3,14,13,36,23,52,65,153,4,11,566,1659
POA6285,903,1736,14,58,93,393,17,87,771,2872,889,3411,32,110,65,194,101,296,191,594,1083,4009,3,10,37,119,16,44,190,488,245,652,4,20,39,81,91,195,140,291,383,948,13,33,2383,6722
POA6286,96,193,0,0,3,27,0,7,36,129,41,158,3,10,3,3,8,29,15,42,58,202,0,0,0,6,0,0,6,9,3,14,0,0,0,4,7,19,8,24,12,36,0,0,166,429
POA6288,61,125,0,6,4,24,3,10,35,146,44,180,0,9,8,12,8,27,18,44,62,225,0,0,3,6,0,0,3,23,6,28,0,0,0,0,6,4,5,11,15,39,0,3,137,393
POA6290,303,594,0,0,11,45,5,9,60,205,72,262,3,24,16,41,23,69,44,130,113,395,0,0,10,21,0,0,18,43,28,70,3,6,3,4,22,36,24,51,52,119,3,8,472,1110
POA6302,519,1008,0,20,30,113,17,64,171,693,219,891,7,28,12,39,58,176,79,247,297,1134,3,8,12,54,0,8,64,163,78,234,3,7,14,31,37,80,54,118,136,351,9,15,958,2513
POA6304,253,499,3,18,14,61,7,21,84,303,106,409,3,10,7,18,27,81,40,112,143,515,0,4,7,15,0,7,21,59,24,86,0,0,3,9,18,31,21,39,45,121,6,16,451,1149
POA6306,133,270,3,9,4,19,0,7,64,232,70,267,3,11,8,19,12,49,26,79,96,344,0,0,0,0,4,16,12,49,16,62,0,0,0,3,8,26,11,25,30,87,3,5,269,711
POA6308,234,456,0,7,14,44,7,20,85,338,101,410,8,13,4,19,27,66,34,104,140,513,0,0,0,4,5,25,25,72,29,102,0,0,4,5,19,42,21,43,52,148,3,9,433,1123
POA6309,43,87,0,0,3,8,0,3,12,44,12,54,0,7,0,3,3,12,8,19,19,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,8,3,8,0,0,71,173
POA6311,84,170,0,0,3,15,0,0,38,150,39,165,0,7,5,9,13,30,13,44,56,211,0,0,0,7,0,3,3,11,6,19,0,0,0,4,0,3,3,4,6,27,0,9,159,419
POA6312,471,923,9,34,42,190,16,76,271,1089,337,1391,23,86,30,77,89,264,134,427,467,1820,0,9,12,35,9,37,111,322,135,397,3,9,21,39,64,142,89,189,218,590,19,38,1179,3369
POA6313,44,82,0,0,4,6,0,5,15,55,20,67,0,3,4,5,0,10,8,18,24,88,0,0,4,11,0,0,3,5,4,19,0,0,0,0,0,0,0,0,3,21,4,13,80,197
POA6315,271,522,3,17,16,77,9,34,92,393,120,523,7,29,12,25,21,66,35,125,159,645,0,0,3,12,3,8,34,92,36,113,0,8,7,11,24,47,32,64,70,183,8,11,514,1363
POA6316,41,79,0,0,3,9,0,0,22,103,28,112,4,10,0,5,7,23,13,37,39,152,0,0,0,0,0,0,7,18,7,18,0,0,0,0,3,4,3,4,9,21,0,0,88,250
POA6317,438,875,7,43,36,172,17,77,208,833,266,1129,15,55,15,48,81,263,112,371,380,1498,4,19,10,43,6,35,70,206,88,300,4,18,4,13,47,81,53,114,147,417,24,47,989,2842
POA6318,52,104,4,13,3,11,0,0,31,138,41,164,3,13,3,4,7,29,17,51,57,215,0,0,3,11,0,0,9,23,10,32,0,0,0,0,4,12,4,12,20,46,0,0,131,362
POA6320,65,123,0,0,8,31,0,10,34,157,46,194,5,15,0,3,9,15,8,34,54,233,0,0,0,5,3,14,13,45,18,58,0,0,0,3,5,14,4,14,25,75,4,14,144,441
POA6321,62,129,0,0,6,21,0,3,34,157,43,182,0,0,0,3,9,31,14,34,51,216,0,0,0,0,0,0,3,19,3,19,0,0,0,3,3,9,3,13,8,28,3,5,134,377
POA6322,43,87,0,0,0,6,0,0,8,45,9,50,0,3,0,0,6,13,6,24,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,8,10,0,3,66,171
POA6323,165,323,3,22,3,28,4,10,40,158,52,219,4,16,8,18,19,55,25,86,80,310,0,0,0,0,3,12,23,57,22,63,0,4,4,6,15,25,19,34,40,102,3,5,288,735
POA6324,429,842,7,25,38,176,12,49,182,733,238,989,14,48,24,72,54,162,88,286,325,1276,0,0,7,34,3,14,61,162,72,216,3,20,12,35,32,70,54,118,128,336,13,29,897,2485
POA6326,61,116,3,10,3,17,6,18,29,109,34,159,0,8,0,6,19,63,24,74,59,235,0,9,0,0,0,0,0,8,7,14,0,0,0,0,4,16,5,21,14,30,0,0,139,380
POA6327,42,79,3,11,5,27,0,9,20,66,25,106,0,0,0,0,7,25,7,25,32,127,0,0,0,0,0,0,3,11,3,11,0,0,0,0,3,11,3,11,8,19,0,0,74,222
POA6328,57,119,0,5,0,3,0,9,29,121,36,141,0,0,6,16,8,24,9,38,45,176,0,0,0,10,0,5,4,4,4,14,0,6,0,0,3,3,3,10,10,26,0,0,120,324
POA6330,4222,8288,87,483,388,1823,141,658,1983,7809,2599,10778,130,512,231,736,630,1972,985,3228,3584,14003,22,108,103,369,65,255,563,1554,764,2281,47,146,114,246,487,1042,652,1432,1411,3715,125,247,9338,26258
POA6333,792,1541,6,29,57,249,15,46,326,1242,396,1567,14,39,43,141,92,241,148,421,545,1994,3,4,23,85,3,10,88,221,117,329,5,25,33,72,44,95,88,189,206,512,8,23,1552,4070
POA6335,85,159,4,16,7,20,6,18,59,213,67,269,5,12,0,0,12,44,17,59,84,328,0,0,0,0,0,3,12,32,7,37,0,0,0,0,10,23,10,23,22,62,4,10,192,560
POA6336,34,71,0,0,0,3,0,0,23,97,27,99,0,0,0,0,7,11,7,11,29,110,0,4,0,5,0,0,7,14,7,21,0,0,0,0,6,10,4,11,12,29,0,4,79,215
POA6337,58,120,0,3,4,16,0,0,41,177,51,192,4,5,0,0,6,29,13,32,62,228,0,0,0,6,0,3,4,23,13,33,0,0,0,4,5,14,8,21,19,52,0,4,139,403
POA6338,94,180,0,0,4,20,0,0,45,169,51,189,0,0,0,5,9,30,12,36,60,225,0,0,0,0,0,0,5,18,5,18,0,0,3,4,0,0,3,4,6,16,3,3,161,430
POA6341,41,71,0,3,4,14,0,0,24,90,27,103,0,0,3,3,6,23,11,33,39,135,0,0,0,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,4,7,0,0,79,213
POA6343,17,36,0,4,0,13,0,0,21,95,27,110,0,0,0,3,7,15,5,16,34,127,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,3,0,3,8,10,0,0,58,175
POA6346,93,172,0,0,5,12,3,13,42,168,51,195,0,0,3,11,16,35,20,44,66,243,0,0,0,3,0,6,6,14,9,21,0,0,0,0,4,19,11,18,14,40,0,5,174,455
POA6348,118,231,0,0,0,11,3,18,48,181,52,213,0,3,0,7,9,27,14,37,64,253,0,4,0,0,0,4,7,25,12,33,0,0,0,0,7,17,7,17,18,46,0,0,202,528
POA6350,49,98,0,0,0,3,0,0,22,82,21,80,0,0,0,3,8,11,7,13,28,98,0,0,0,0,0,0,3,4,3,4,0,0,0,0,3,5,3,10,10,12,0,0,86,203
POA6351,6,13,0,0,0,3,0,0,10,48,16,50,0,5,0,0,0,4,0,12,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,72
POA6352,17,37,0,0,0,3,0,0,13,59,13,67,0,0,0,0,3,6,3,6,20,73,0,0,0,4,0,0,5,9,7,12,0,0,0,0,0,0,0,0,7,12,0,0,42,121
POA6353,90,186,0,6,3,3,7,12,57,227,67,252,0,4,5,13,8,31,17,52,82,305,0,6,0,0,0,0,12,29,14,34,0,0,0,0,7,17,7,17,17,50,0,3,191,542
POA6355,44,82,0,0,0,3,0,0,39,155,44,162,0,0,3,8,8,29,16,36,58,196,0,0,0,0,0,0,6,8,6,8,0,0,0,0,3,3,3,3,6,14,0,0,105,289
POA6356,10,18,0,0,0,0,0,0,14,45,14,45,0,0,0,0,0,3,0,3,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,25,69
POA6357,7,22,0,0,0,4,0,0,5,28,7,26,0,0,0,0,0,3,0,3,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51
POA6358,17,36,0,0,0,0,0,0,3,25,3,25,0,0,0,0,0,3,0,3,4,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,5,3,5,3,3,0,3,34,75
POA6359,49,100,0,0,7,15,0,0,34,131,37,143,0,3,3,4,4,16,8,28,48,172,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,0,0,0,4,18,0,0,108,289
POA6361,18,31,0,0,0,0,0,4,8,38,9,39,0,0,0,0,0,0,0,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,31,81
POA6363,12,26,0,0,0,3,0,0,10,44,15,46,0,0,0,0,0,0,0,0,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,30,84
POA6365,80,154,0,0,0,3,3,4,42,166,44,171,0,4,0,0,5,17,9,15,51,192,0,0,0,0,0,0,3,11,3,11,0,0,0,0,8,9,7,12,11,23,0,0,141,363
POA6367,40,76,0,3,3,19,0,5,19,72,27,98,0,3,0,3,10,16,6,26,38,119,0,3,0,4,0,6,9,22,9,33,0,0,0,0,4,4,4,4,13,40,0,3,90,235
POA6368,12,21,0,0,0,0,0,0,9,25,9,25,0,4,0,4,3,3,3,10,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,65
POA6369,103,201,0,0,4,14,0,11,43,153,43,181,3,13,0,0,14,34,14,49,64,229,0,3,0,3,0,8,7,26,7,32,0,0,0,0,0,7,0,7,13,41,3,3,183,476
POA6370,62,117,0,9,3,12,3,11,34,144,37,172,0,0,3,8,5,17,8,26,47,201,0,0,0,3,0,4,3,9,7,20,0,3,0,3,0,8,7,13,12,29,0,0,122,350
POA6372,12,32,0,0,3,4,0,0,3,18,5,28,0,0,0,3,0,3,3,6,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,3,6,0,0,28,69
POA6373,12,19,0,0,0,0,0,7,6,35,11,40,0,4,3,3,0,0,3,6,16,45,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,8,0,0,23,76
POA6375,137,270,0,0,6,26,3,15,53,204,62,247,0,7,6,13,9,26,18,42,75,290,0,0,3,15,0,4,15,56,20,76,0,0,3,6,4,15,8,22,29,94,3,3,253,664
POA6383,136,269,0,4,8,21,0,4,38,152,45,182,0,9,3,13,17,34,20,54,69,237,0,0,0,0,0,4,23,70,24,71,0,0,0,0,14,32,14,32,42,105,5,13,249,620
POA6384,4,4,0,0,0,0,0,0,4,19,4,19,0,4,0,0,0,0,3,9,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28
POA6385,5,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21
POA6386,9,20,0,0,0,4,0,0,3,17,3,16,0,0,0,0,0,12,3,9,11,29,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,7,4,7,3,11,0,3,28,65
POA6390,187,371,0,19,10,52,4,11,145,562,166,647,4,12,10,30,36,102,46,144,214,791,0,0,6,17,0,0,35,92,43,108,0,3,0,3,23,49,29,58,71,161,0,5,473,1325
POA6391,135,269,0,0,13,32,0,0,77,305,86,339,0,0,3,4,20,52,22,57,103,399,0,0,3,9,0,0,8,27,10,33,0,0,0,3,14,26,10,27,27,55,0,3,264,729
POA6392,75,148,0,7,3,9,0,0,30,126,30,144,0,0,3,7,4,14,7,24,41,162,0,0,0,3,0,0,9,29,8,30,0,0,3,5,3,3,3,7,13,36,0,3,127,343
