LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA54480,8,11,23,204,4,246,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,6,0,0,5,28,9,19,169,3,226,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,30,0,37,0,3,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,11,0,5,38,0,57,0,0,0,3,0,5,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,10,0,0,3,6,73,80,61,20,47,361,79,559
LGA54550,4,85,74,668,17,854,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,6,0,19,144,83,58,573,12,870,32,0,4,0,0,35,4,0,0,7,0,10,4,3,4,43,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,7,3,107,6,149,30,12,7,41,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,4,10,6,3,75,11,10,7,3,0,36,5,0,3,0,0,10,0,0,0,0,0,0,28,12,11,135,3,195,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,23,5,4,11,0,45,3,0,0,17,174,196,309,149,108,1210,214,1985
LGA54620,0,12,25,307,0,348,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,7,3,0,4,3,0,11,59,27,22,255,0,374,9,0,3,0,0,8,0,0,0,0,0,0,0,0,3,22,0,26,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,4,19,6,4,64,0,96,5,3,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,7,0,0,3,0,15,3,0,0,0,0,5,0,0,0,0,0,3,20,12,4,50,0,87,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,38,0,5,3,0,46,0,0,0,13,65,78,152,48,47,558,69,873
LGA54690,4,20,19,157,4,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,10,16,110,5,174,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,16,0,21,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,38,0,47,3,6,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,4,4,10,28,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,0,0,0,4,22,28,60,35,35,264,27,414
LGA54760,0,21,34,333,10,390,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,11,49,19,23,227,3,322,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,50,0,71,12,5,0,24,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,47,0,73,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,3,0,9,3,0,0,3,50,54,99,37,46,529,61,765
LGA54830,507,1753,1402,7886,197,11739,0,12,14,108,3,131,846,22,35,40,10,950,99,26,11,83,0,218,341,92,62,166,0,666,5414,1561,1309,5881,197,14367,1826,24,52,9,12,1918,128,10,9,39,0,191,433,112,70,485,9,1109,36,17,10,37,0,100,18,6,0,4,0,30,1498,24,24,21,3,1573,965,230,192,1300,39,2726,348,196,99,653,15,1309,130,3,11,6,0,143,12,6,0,3,0,28,22,3,5,12,0,41,25,12,4,22,3,64,966,61,59,27,18,1127,430,105,76,23,11,647,138,24,23,46,3,231,73,9,9,9,0,98,1228,295,213,1188,25,2956,147,5,6,16,0,176,376,25,21,9,3,427,267,11,6,37,3,330,119,3,4,3,0,131,18,0,3,0,0,22,104,3,8,0,0,122,197,30,30,57,3,316,3690,323,233,283,49,4584,211,18,22,169,3465,3886,16682,2876,2338,13067,3957,38918
LGA54900,8,36,41,512,14,607,0,0,0,3,0,3,9,0,0,0,0,9,3,0,0,3,0,4,13,3,0,5,0,25,86,42,39,353,4,522,5,0,0,0,0,8,0,0,0,7,0,6,9,3,4,27,0,45,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,14,4,0,72,0,92,7,0,0,13,0,24,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,19,11,3,71,0,109,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,8,15,0,0,13,0,37,0,0,0,11,113,130,181,57,53,839,128,1268
LGA54970,8,26,26,229,4,298,0,0,0,237,0,235,8,0,0,4,0,12,0,0,0,0,0,0,6,3,0,0,0,16,115,29,18,122,3,292,4,0,0,0,0,3,5,0,0,3,0,11,13,6,3,12,0,32,0,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,30,3,0,59,0,89,10,3,3,9,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,29,19,4,0,0,0,21,5,0,0,0,0,4,0,0,0,0,0,0,36,3,0,55,0,99,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,3,6,19,0,68,0,0,0,3,204,216,265,56,38,588,215,1153
LGA55040,12,46,29,394,7,489,0,0,0,53,4,55,7,0,0,0,0,9,0,0,0,0,0,6,8,3,4,0,0,24,120,37,27,245,8,434,18,0,0,0,0,18,0,0,0,0,0,0,10,8,3,20,0,44,0,3,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,8,25,6,8,54,0,87,3,6,4,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3,35,20,3,3,0,0,27,4,0,0,3,0,6,3,0,0,0,0,3,35,9,8,42,0,86,0,0,0,0,0,3,7,0,0,0,0,7,9,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,63,11,7,10,0,84,3,0,0,12,316,330,304,83,46,643,338,1411
LGA55110,626,3733,2991,21156,461,28968,0,12,3,195,0,210,588,23,41,93,13,756,141,43,24,90,5,305,944,216,146,296,15,1624,14078,3625,2842,17191,536,38278,851,14,113,18,15,1008,266,26,30,112,6,435,917,197,179,1304,40,2628,82,41,13,105,0,242,93,19,4,27,0,137,662,32,24,27,3,752,2534,561,428,4287,113,7930,732,333,160,1244,32,2491,109,5,9,3,0,132,13,3,0,13,0,27,18,0,5,15,0,40,80,32,6,53,0,182,1005,81,70,25,18,1196,709,209,172,57,4,1149,305,49,33,147,3,537,122,11,20,28,0,180,2901,752,659,3785,114,8213,23,5,8,3,3,44,845,44,38,23,7,949,193,16,19,97,4,334,86,7,0,8,0,105,5,3,3,3,0,17,81,0,13,0,0,95,592,85,67,152,21,917,3318,448,414,566,57,4803,251,53,44,429,4779,5565,26453,6302,4959,37215,5885,80813
LGA55180,67,408,288,2846,58,3675,0,4,0,32,0,35,39,0,0,3,0,41,20,9,3,28,0,52,79,27,9,51,3,173,912,389,295,2374,76,4045,53,0,9,0,3,62,19,6,3,14,3,37,75,37,22,160,5,299,27,7,3,17,0,48,5,0,0,0,0,8,22,0,10,3,0,36,118,54,36,556,11,786,212,76,27,318,19,658,3,0,0,0,0,3,11,0,0,0,0,10,112,12,6,47,3,180,8,5,0,0,0,9,7,3,14,8,0,26,35,9,24,8,0,75,36,7,3,9,0,63,7,0,0,0,0,10,196,104,74,539,21,938,4,0,0,0,0,4,9,0,7,0,0,14,11,0,0,10,0,19,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,38,10,0,26,0,71,235,54,39,86,6,424,26,11,6,71,715,829,1975,744,522,5129,884,9250
LGA55250,7,23,18,353,15,412,0,0,0,84,0,84,14,0,0,0,0,15,0,0,0,3,0,4,6,0,0,4,0,10,60,19,26,173,13,276,5,0,0,0,0,5,0,0,0,0,0,0,4,4,0,23,0,34,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,9,15,7,3,54,3,75,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,12,3,0,0,0,13,5,0,0,3,0,7,0,0,0,0,0,0,28,6,0,38,0,70,0,0,0,3,0,3,3,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,4,3,6,0,45,3,0,0,20,220,241,163,41,29,585,247,1067
LGA55320,760,4275,3520,19028,345,27931,5,8,3,73,3,89,9777,183,298,135,79,10473,508,138,64,416,7,1133,965,254,180,410,9,1823,12141,4108,3125,15934,451,35761,559,6,76,3,5,655,547,54,41,140,3,786,1160,260,209,1275,27,2925,293,70,42,183,4,588,140,25,23,51,0,242,2492,108,75,56,18,2748,2816,946,646,5329,120,9862,2603,817,363,2418,47,6249,650,7,17,6,3,687,137,22,26,25,0,217,81,15,12,40,0,154,84,32,11,51,0,184,220,22,13,3,5,266,553,197,130,53,8,945,478,79,71,151,4,776,211,18,22,26,0,273,3244,1017,764,4276,95,9398,161,10,16,30,4,218,944,58,78,18,3,1104,350,24,43,98,12,524,472,31,20,15,4,532,64,16,0,9,0,83,344,18,17,3,0,387,549,93,73,280,9,1000,7881,740,742,819,65,10251,240,38,25,271,4387,4961,42550,8002,6216,35891,5420,98083
LGA55390,3,6,3,90,3,107,0,0,0,184,0,184,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,39,8,3,63,0,110,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,12,0,23,5,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,9,0,3,13,0,29,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,0,21,0,0,0,3,53,52,86,9,5,329,56,490
LGA55460,28,142,100,1270,19,1557,0,0,0,30,0,31,105,0,0,4,0,113,6,0,0,3,0,9,21,7,4,19,4,60,233,107,125,861,19,1341,48,0,0,0,0,50,6,0,0,3,0,8,13,5,4,80,0,108,0,0,0,3,0,5,4,0,0,0,0,4,12,0,0,3,0,13,45,15,21,190,6,280,38,22,9,95,3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,3,5,4,37,20,6,10,4,0,44,12,0,0,5,0,19,3,0,0,0,0,3,64,27,20,161,3,282,0,0,0,0,0,0,21,0,0,0,0,25,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8,0,20,57,8,7,19,0,93,3,0,0,25,226,259,636,212,192,2045,269,3350
LGA55530,7,7,18,171,3,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,17,16,130,14,193,3,0,0,0,0,3,4,0,0,0,0,4,0,3,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,4,7,30,6,55,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,9,39,47,53,19,25,305,54,455
LGA55600,15,89,73,921,27,1127,0,0,0,21,0,21,6,0,0,4,0,9,3,0,0,0,0,7,30,9,3,19,0,66,153,74,71,695,18,1012,21,0,0,0,0,26,7,0,0,3,0,8,11,9,3,35,3,58,4,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,26,9,5,130,3,178,7,0,4,38,0,52,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,11,16,4,0,0,28,0,4,0,7,0,6,0,0,0,0,0,0,43,17,13,181,6,263,0,0,0,0,0,0,11,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,12,29,8,13,7,0,58,5,0,0,22,204,241,348,142,110,1574,257,2428
LGA55670,7,38,18,283,3,350,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,5,33,30,26,189,7,279,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,17,3,4,0,60,0,67,0,3,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,7,0,0,0,12,0,0,0,3,0,3,0,0,0,0,0,0,19,17,4,43,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,19,3,0,0,0,24,0,0,0,12,49,66,100,58,37,498,57,750
LGA55740,80,436,355,1830,23,2722,0,0,0,13,0,12,274,6,29,3,3,314,22,12,4,27,0,73,82,27,13,25,0,142,1217,421,322,1586,30,3577,49,0,4,0,0,56,82,4,3,13,0,103,123,25,35,108,3,301,23,14,7,61,3,101,14,3,0,4,0,17,137,7,5,7,0,168,309,75,79,604,10,1080,158,41,21,117,0,341,25,0,4,0,0,24,3,0,0,4,0,4,8,0,0,3,0,11,5,5,0,3,0,11,9,4,0,0,0,14,35,18,11,0,0,65,54,5,5,11,0,81,32,0,0,0,0,32,296,99,82,484,7,977,11,0,0,0,0,11,84,3,13,0,0,99,41,5,11,6,0,58,16,3,3,0,0,24,0,0,0,0,0,0,22,0,7,0,0,26,47,6,10,20,0,86,659,80,74,69,4,882,28,0,0,31,664,724,3144,746,613,3516,741,8757
LGA55810,0,18,10,162,9,201,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,28,11,6,58,7,101,5,0,0,0,0,5,0,0,0,0,0,0,3,3,0,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,3,30,3,43,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,5,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,15,4,0,4,0,24,0,0,0,11,112,124,71,23,15,247,129,482
LGA55880,0,22,14,198,3,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,44,22,13,153,4,236,0,0,0,0,0,0,0,0,0,0,0,4,11,0,3,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,47,3,59,3,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,13,11,3,26,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,0,0,0,6,39,46,78,33,27,343,46,527
LGA55950,0,27,27,208,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,37,30,16,171,11,264,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,38,0,53,3,0,0,9,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,3,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,6,3,0,51,0,66,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,13,0,0,0,5,34,42,68,37,41,365,42,555
LGA56090,279,2099,1556,9398,167,13501,0,3,3,71,3,84,222,16,29,49,6,329,136,36,25,111,3,312,540,124,80,204,9,961,6229,1940,1488,7562,194,17410,235,18,14,13,0,282,153,20,15,57,0,245,514,140,91,628,15,1397,71,24,9,54,3,167,53,8,8,16,0,81,265,37,15,23,3,340,1013,332,227,2047,33,3661,627,220,114,746,21,1728,9,0,3,0,0,12,9,0,0,9,0,24,15,4,3,12,0,38,23,13,3,17,0,58,166,24,24,4,0,218,305,132,54,31,3,529,265,49,20,81,3,421,51,11,10,16,0,92,1222,408,331,1968,39,3969,31,9,0,3,0,41,204,17,16,9,3,250,54,9,4,25,0,97,17,4,5,0,0,28,4,3,0,0,0,8,43,0,4,0,0,46,235,59,29,114,5,436,1392,272,235,321,18,2231,102,34,25,141,3633,3939,11476,3491,2555,16586,4043,38157
LGA56160,0,0,0,34,0,34,0,0,0,47,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,3,3,15,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,43,43,11,3,7,91,45,153
LGA56230,98,843,617,5317,94,6967,0,4,0,42,0,46,43,3,7,13,8,71,22,14,3,22,0,60,152,52,21,65,3,287,2299,810,639,4036,111,7889,78,3,8,0,4,92,26,3,5,30,0,68,132,49,38,320,3,538,7,5,4,14,0,30,11,3,0,0,0,13,42,8,9,9,0,66,380,107,112,946,23,1572,151,64,19,310,8,552,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,7,0,9,9,3,0,10,0,24,83,21,14,0,0,113,121,53,22,26,5,226,36,6,6,23,0,75,8,0,0,3,0,18,504,167,117,864,17,1669,0,0,0,0,0,3,60,0,7,3,0,68,19,5,0,19,0,48,11,0,0,3,0,10,3,0,0,0,0,3,9,0,6,0,0,17,71,13,13,54,5,154,346,76,48,118,6,595,37,11,4,97,1226,1375,3806,1405,998,9046,1451,16698
LGA56300,14,60,47,397,3,526,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,8,3,0,6,0,15,208,58,44,326,9,645,0,0,0,0,0,0,10,0,0,7,0,15,12,0,6,22,0,44,3,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,42,8,8,68,0,123,18,7,4,21,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,5,13,8,0,0,0,24,4,0,0,3,0,9,0,0,0,0,0,0,55,8,10,69,0,139,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,25,3,3,6,0,46,0,0,0,13,115,124,353,96,76,675,127,1328
LGA56370,7,38,24,291,10,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,62,21,28,229,5,345,12,0,0,0,0,12,3,0,0,0,0,4,9,0,3,16,0,34,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,27,0,5,41,3,72,11,3,3,19,0,34,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,4,0,3,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,16,5,4,54,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,0,4,4,0,18,0,0,3,10,62,69,142,45,42,495,78,809
LGA56460,25,211,188,1901,35,2353,0,0,0,48,0,50,25,0,0,0,0,32,3,0,4,0,0,8,37,7,5,39,0,89,357,209,146,1264,54,2034,88,0,9,0,3,99,8,0,0,11,0,21,43,10,8,91,0,155,0,3,0,4,0,10,0,0,0,0,0,0,44,0,3,0,0,46,65,37,28,280,4,421,38,16,4,90,3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,37,28,12,9,4,0,56,41,3,5,19,4,72,17,0,0,0,0,19,63,47,21,243,3,378,3,0,0,0,0,3,30,0,4,0,0,36,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,11,3,0,11,0,30,140,26,10,22,5,200,16,4,0,41,514,576,922,349,264,3016,613,5162
