LGA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA56090,3924,4560,1257,96,9840,2202,240,12283,108,34,45,5,190,270,3,466,0,3,0,0,3,0,0,4,108,35,45,3,196,276,3,471,0,0,3,0,3,10,0,12,3,0,0,0,3,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,9,26,0,30,3,0,0,0,3,17,0,24,0,0,0,0,3,0,0,3,3,0,0,0,4,0,0,4,0,7,0,0,6,3,0,9,10,4,0,0,18,24,0,35,4,10,4,0,15,10,7,29,4050,4606,1313,107,10069,2525,248,12849
LGA56160,9,5,0,0,15,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,7,12,10,3,0,25,16,0,36
LGA56230,1930,1705,610,33,4274,1029,113,5423,97,10,23,0,132,199,9,337,4,0,0,0,5,3,0,9,101,10,23,3,142,206,9,352,6,5,3,0,17,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,17,8,0,19,17,0,3,0,21,62,0,85,20,0,10,0,32,46,7,81,4,0,3,0,12,0,0,15,3,0,0,0,3,3,0,4,46,5,18,0,70,113,10,189,8,0,0,0,6,12,0,19,2089,1726,652,36,4510,1361,128,6000
LGA56300,195,93,41,4,337,140,14,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,9,3,0,12,9,3,0,0,10,4,0,20,0,0,0,0,0,0,0,0,204,103,38,3,353,148,19,514
LGA56370,119,79,18,3,211,75,4,298,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,79,18,3,215,79,4,302
LGA56460,461,479,198,19,1157,447,33,1639,16,10,12,4,46,50,7,96,0,0,0,0,0,0,0,0,16,10,12,4,46,50,7,96,4,0,0,0,7,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,0,17,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14,39,0,54,16,0,0,0,16,43,0,64,0,0,0,0,3,4,0,8,502,486,217,18,1231,553,44,1820
LGA56580,1510,2743,440,82,4774,818,169,5756,89,81,37,6,207,206,29,441,133,141,43,3,320,140,23,489,224,216,83,11,528,346,56,929,69,27,13,3,113,216,39,367,6,4,3,0,13,11,0,24,31,8,3,0,36,7,0,51,0,0,0,0,0,0,0,0,105,29,24,7,159,238,42,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,1835,2992,542,99,5475,1403,263,7141
LGA56620,59,134,69,22,281,53,4,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,59,140,71,22,292,64,4,364
LGA56730,1130,978,453,23,2588,981,93,3661,13,3,13,0,23,38,3,64,0,0,0,0,0,0,0,0,11,3,13,0,23,38,3,63,14,5,7,0,28,53,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,7,0,26,55,3,85,3,3,0,0,5,9,0,21,4,3,0,0,5,15,0,17,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,4,7,10,0,0,16,31,0,48,4,3,0,0,8,6,0,19,1169,1000,474,23,2666,1108,101,3876
LGA56790,431,277,82,11,793,259,19,1076,10,3,0,3,16,27,0,51,3,0,0,0,7,6,0,11,17,3,3,3,26,35,0,60,15,0,0,0,18,40,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,40,4,61,27,0,0,0,26,46,0,73,0,0,0,0,0,3,0,3,0,3,0,0,3,3,0,4,0,0,0,0,0,0,0,3,26,5,0,0,30,59,0,94,3,0,0,0,10,0,0,11,494,284,83,12,873,392,26,1291
LGA56860,27,28,4,0,59,27,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,4,0,66,27,0,97
LGA56930,105,188,33,4,329,54,6,389,0,0,0,0,0,3,0,9,15,7,9,4,27,17,3,51,14,7,9,4,34,21,3,57,9,0,0,0,9,7,0,20,5,3,0,0,11,23,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,20,34,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,202,39,8,386,107,18,513
LGA57000,47,48,8,0,104,52,3,159,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,52,48,8,0,114,55,3,167
LGA57080,35,19,3,4,53,27,12,98,8,0,3,0,13,5,5,25,178,99,15,7,300,113,50,459,188,99,21,8,310,119,54,488,74,15,11,6,105,128,34,272,346,102,46,21,512,496,153,1165,2379,607,222,121,3320,2706,632,6664,0,0,0,0,0,0,0,0,2797,719,283,142,3942,3326,827,8093,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,12,0,3,0,0,3,3,0,8,7,3,0,0,10,17,0,31,17,3,0,0,18,32,4,55,3039,841,308,153,4349,3523,893,8764
LGA57140,155,87,43,3,292,122,12,427,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,163,90,45,3,299,137,12,446
LGA57210,639,465,170,19,1288,495,36,1821,3,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,5,3,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,7,7,0,0,0,8,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,4,0,0,9,12,3,3,0,14,6,0,17,16,10,0,0,21,0,0,26,663,474,175,20,1330,506,31,1870
LGA57280,881,1372,298,41,2598,557,119,3279,39,47,21,4,115,81,4,196,34,57,10,0,110,24,5,136,77,105,37,3,224,105,10,337,142,51,19,3,208,197,18,429,18,3,0,0,19,18,0,39,9,7,0,0,19,20,3,42,0,0,0,0,0,0,0,0,172,62,19,3,248,237,21,513,20,3,0,0,21,41,0,59,3,0,0,0,3,4,0,9,3,4,0,0,3,3,0,9,3,0,0,0,3,0,0,8,24,8,0,0,31,45,0,79,3,7,3,0,15,19,0,37,1164,1552,359,48,3120,964,156,4239
LGA57350,132,69,33,5,241,127,3,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,0,0,9,135,76,35,5,249,138,8,393
LGA57420,206,142,33,3,387,171,6,570,4,0,0,0,4,9,0,14,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,14,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,3,0,0,0,8,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,7,15,0,24,5,0,0,0,4,5,0,10,221,145,38,3,405,204,6,620
LGA57490,10494,15401,4710,338,30949,6561,969,38479,529,183,260,23,1000,1199,74,2271,146,52,65,4,271,242,18,527,676,240,322,29,1266,1438,89,2799,130,42,79,6,256,524,33,817,0,0,0,0,0,9,0,9,46,11,9,0,62,59,7,128,0,0,0,0,0,0,0,0,181,48,89,10,326,596,39,950,40,6,4,0,54,92,9,148,0,7,0,0,4,10,4,17,0,0,0,0,0,0,0,6,9,11,0,0,20,3,0,20,50,20,10,0,82,106,10,194,12,15,8,0,30,23,8,58,11411,15726,5136,387,32652,8721,1111,42481
LGA57630,19,0,0,0,15,12,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,14,4,38
LGA57700,2471,3688,816,75,7044,1050,158,8259,19,12,12,3,46,33,3,85,0,0,0,0,0,0,0,0,25,12,12,3,51,33,3,87,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,8,3,0,0,0,3,0,0,8,6,4,0,0,12,3,0,19,4,9,3,0,19,3,3,22,2507,3712,830,76,7127,1098,165,8399
LGA57770,96,70,7,3,176,79,9,270,4,0,0,0,3,14,0,24,0,0,0,0,0,0,0,0,4,0,0,0,3,14,0,24,10,0,0,0,9,5,3,17,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,5,3,19,16,0,0,0,12,31,0,52,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,3,3,0,0,0,6,0,0,11,16,3,3,0,22,42,0,62,0,0,0,0,0,8,0,14,125,80,10,3,221,153,20,391
LGA57840,2172,3105,757,162,6192,1531,398,8121,664,348,177,49,1246,1158,160,2560,1039,559,211,95,1907,1151,295,3347,1709,906,389,146,3151,2310,447,5905,191,85,51,30,360,425,65,848,149,52,26,23,255,306,61,620,281,62,16,14,381,352,44,774,0,0,0,0,0,0,0,0,630,198,102,68,992,1086,164,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,3,0,9,17,14,3,0,32,20,4,65,4525,4230,1247,373,10377,4951,1019,16341
LGA57910,12367,17224,4447,643,34679,8429,1668,44784,5726,3870,2145,377,12116,9401,1339,22855,1857,1497,593,117,4064,1788,476,6330,7580,5364,2740,492,16177,11192,1814,29183,985,438,287,61,1778,2522,292,4592,474,182,84,32,768,1007,129,1907,199,49,20,8,275,392,34,703,0,0,0,0,3,4,0,6,1662,666,397,107,2830,3926,450,7205,15,0,0,0,16,15,0,35,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,4,4,0,10,7,3,25,19,4,8,0,29,32,3,60,46,50,10,0,106,63,15,182,21674,23309,7596,1237,53820,23645,3954,81417
LGA57980,917,1250,252,32,2453,643,176,3268,79,62,30,9,173,131,27,332,363,239,113,15,736,445,172,1354,443,298,140,27,907,577,192,1686,205,99,51,15,374,459,96,933,253,75,32,13,365,531,101,1002,246,79,33,13,375,492,61,931,0,0,0,0,0,0,0,3,705,249,116,43,1117,1491,260,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,3,0,7,7,4,0,0,9,11,0,18,2073,1812,506,101,4490,2723,632,7846
LGA58050,9770,16146,4984,455,31353,5981,1008,38340,1081,784,636,81,2581,1827,187,4593,166,135,98,7,403,265,45,713,1244,916,731,87,2981,2097,227,5310,46,13,16,0,78,118,11,201,57,24,31,7,119,113,20,254,3,0,3,0,10,10,3,24,0,0,0,0,0,0,0,0,108,39,50,8,205,238,35,477,50,3,7,0,62,96,3,163,13,3,0,0,12,31,3,50,7,10,0,0,23,0,0,23,12,7,4,0,19,4,0,29,81,23,8,0,120,138,14,270,23,27,12,4,57,37,3,102,11225,17152,5783,553,34718,8499,1282,44495
LGA58190,29,41,12,3,85,41,4,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,34,45,12,3,88,38,7,137
LGA58260,65,58,22,3,146,55,0,201,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,71,61,22,3,151,67,0,216
LGA58330,687,381,142,12,1218,418,37,1671,0,0,0,0,3,13,0,12,3,0,0,0,3,0,0,3,3,0,0,0,4,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,0,13,5,0,0,0,4,5,0,12,3,0,0,0,7,11,0,12,0,0,0,0,0,0,0,0,11,5,0,0,16,19,0,41,8,3,0,0,7,3,0,12,713,393,144,12,1248,453,40,1741
LGA58400,49,21,7,0,82,52,4,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,53,21,7,0,83,52,3,139
LGA58470,13,11,15,0,43,8,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,12,16,15,0,46,16,3,60
LGA58510,2074,2078,640,159,4946,1764,613,7320,576,408,196,74,1250,914,212,2380,363,218,68,48,696,405,168,1265,940,630,260,117,1951,1322,377,3648,199,101,34,18,355,404,57,817,169,69,21,23,276,273,41,598,374,117,41,21,556,493,85,1127,0,0,0,0,0,0,0,0,739,289,102,58,1193,1169,186,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,3,0,19,4,6,0,0,10,7,3,17,10,3,8,0,27,17,7,53,3776,3005,1003,333,8120,4277,1182,13576
LGA58540,105,104,14,3,224,94,8,331,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,3,105,104,14,4,231,101,8,339
LGA58570,1765,2349,547,99,4758,1477,619,6852,297,212,78,19,597,468,123,1188,569,290,110,30,1002,460,212,1674,860,506,185,42,1597,923,340,2861,300,60,32,8,411,484,85,980,381,74,32,15,500,623,143,1262,428,78,24,26,559,632,124,1312,0,0,0,0,0,3,0,3,1112,216,91,48,1471,1738,355,3559,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,4,0,29,18,11,55,20,5,3,0,32,18,8,63,15,10,3,0,33,18,3,58,3778,3080,839,196,7889,4181,1322,13392
LGA58610,240,144,66,5,459,192,14,666,3,0,3,0,9,34,0,40,0,0,0,0,0,0,0,0,3,0,3,0,9,34,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,3,0,0,0,3,3,0,9,252,150,69,5,471,235,17,723
LGA58680,64,46,6,0,120,29,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,8,0,0,0,6,7,0,10,67,50,6,0,129,38,0,169
LGA58760,13408,24817,6797,605,45624,7858,1396,54880,1464,991,754,74,3291,2124,188,5601,139,149,104,10,408,201,36,643,1604,1137,863,91,3698,2320,228,6241,14,12,10,0,32,41,3,78,15,7,4,0,21,14,0,36,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,3,29,22,12,0,62,59,6,128,10,0,4,0,14,48,0,69,17,0,8,0,26,50,0,78,0,6,0,0,10,0,0,10,7,3,3,0,11,0,3,10,29,15,17,0,55,107,4,162,23,22,6,0,48,26,0,73,15093,26012,7693,698,49484,10364,1632,61483
LGA58820,443,412,143,5,1002,294,27,1323,5,4,10,0,20,13,0,29,0,0,0,0,0,0,0,0,5,4,10,0,22,13,0,34,7,5,7,0,20,44,0,61,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,20,40,0,62,0,4,3,0,7,12,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,3,0,0,0,3,0,0,5,3,7,3,0,16,11,0,27,7,0,0,0,6,10,0,15,463,428,158,7,1056,370,26,1452
LGA58890,121,71,18,3,216,105,9,326,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,118,77,17,3,215,103,9,333
LGA59030,31,26,3,0,58,16,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,3,0,62,16,0,82
LGA59100,99,71,13,0,181,78,9,265,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,99,73,14,0,186,85,9,276
LGA59170,131,104,24,0,261,72,8,340,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,102,25,0,265,80,8,353
