LGA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA58890,0,3,10,12,15,14,3,3,0,59,0,0,4,3,13,6,4,0,0,31,0,0,8,5,9,7,4,0,0,28,0,0,0,3,6,3,3,3,0,24,0,0,0,4,10,8,3,0,0,23,0,0,3,3,6,0,0,0,0,16,0,0,11,10,7,16,6,5,0,62,32,24,72,89,138,145,88,49,23,651
LGA59030,0,0,3,5,0,5,4,3,0,23,0,3,3,3,0,0,0,0,0,14,0,3,0,3,3,3,0,0,0,17,0,0,3,3,6,0,0,0,0,16,0,3,9,8,10,4,0,0,0,37,0,0,0,10,6,0,3,0,0,14,3,3,3,13,8,9,0,3,0,44,6,19,35,57,42,54,27,16,0,259
LGA59100,0,4,13,3,9,10,4,3,0,52,0,0,7,5,4,0,7,0,0,22,0,0,9,0,3,15,0,0,0,25,0,0,3,0,5,6,0,0,0,17,0,0,8,5,4,5,3,0,0,22,0,0,0,4,8,0,0,0,0,12,3,0,0,8,12,16,8,5,9,71,26,23,86,79,116,115,84,45,15,576
LGA59170,0,6,24,16,12,20,4,3,0,86,0,3,10,17,12,16,3,0,0,60,0,3,6,8,7,9,3,0,0,44,0,0,10,12,8,4,4,0,0,45,0,0,11,6,3,7,3,0,0,36,0,0,0,0,3,3,0,0,0,7,3,5,11,6,10,20,21,5,4,90,24,40,131,113,120,182,106,48,13,776
LGA59250,0,0,11,3,7,3,3,0,0,30,0,0,11,8,13,3,3,0,0,41,0,13,16,8,7,6,0,0,0,51,0,3,15,11,4,0,0,0,0,38,0,3,42,24,17,11,0,0,0,104,0,0,7,15,11,10,4,0,0,48,4,13,51,35,22,15,6,0,0,144,30,47,203,145,109,78,33,7,0,660
LGA59310,3,9,20,20,16,23,9,0,0,94,0,0,19,25,18,11,7,0,0,80,0,3,18,10,11,15,3,0,0,55,0,0,13,7,12,8,0,0,0,41,0,0,10,17,10,8,5,5,0,47,0,0,0,3,11,5,3,0,0,28,3,3,7,14,14,12,14,12,3,82,40,59,170,175,188,205,144,45,27,1050
LGA59320,0,0,3,3,8,12,0,0,0,27,0,0,4,6,4,6,0,0,0,20,0,0,7,4,3,3,0,0,0,22,0,0,0,4,6,0,0,0,0,16,0,0,0,5,5,3,0,0,0,13,0,0,4,4,3,3,0,0,0,16,0,3,0,6,6,3,0,3,0,25,8,18,42,52,72,71,37,16,0,318
LGA59330,0,0,3,0,6,7,3,0,0,28,0,3,4,3,5,3,3,0,0,23,0,0,3,0,3,3,0,0,0,14,0,0,7,5,3,0,0,0,0,13,0,0,3,0,6,3,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,11,4,10,14,16,17,12,77,11,17,55,42,76,89,77,51,23,439
LGA59340,9,47,141,100,83,77,23,5,0,483,3,28,113,85,90,68,17,0,0,404,0,27,96,65,79,57,15,0,0,334,0,6,59,62,75,41,5,3,0,245,0,8,78,103,101,64,16,0,0,375,0,3,25,39,37,37,12,3,0,159,76,85,185,152,173,119,56,22,5,871,406,516,1235,1028,1040,827,352,90,19,5511
LGA59350,0,0,0,3,3,3,0,0,0,20,0,3,6,3,3,9,0,3,0,25,0,0,8,0,12,3,0,0,0,23,0,5,9,4,3,3,0,0,0,23,0,6,17,13,9,3,0,0,0,52,0,0,3,3,6,3,0,0,0,14,11,10,14,6,13,14,0,3,0,73,19,22,75,46,66,56,15,8,3,302
LGA59360,0,3,10,15,12,8,3,3,0,59,0,0,12,10,21,9,6,0,0,65,0,0,11,8,23,8,0,0,0,45,0,0,5,6,10,20,0,0,0,43,0,3,42,22,36,12,7,0,0,124,0,3,11,13,13,6,6,0,0,58,3,7,34,35,49,31,17,8,13,188,34,51,180,157,249,181,122,52,24,1046
LGA59370,0,13,19,33,43,51,24,7,0,197,0,8,16,26,38,20,18,4,0,129,0,3,27,14,36,32,6,0,0,120,0,3,13,12,28,17,17,0,0,95,0,0,14,28,36,29,12,0,0,131,0,0,5,10,13,15,10,0,0,41,25,17,29,30,60,81,85,52,29,408,159,122,268,322,519,643,604,274,82,2988
LGA59499,0,21,97,57,33,35,18,3,0,258,0,11,51,23,31,25,9,0,0,154,0,7,47,35,35,25,5,0,0,153,0,7,45,24,25,27,3,0,0,130,0,10,76,64,60,36,14,0,0,246,0,5,39,41,31,26,3,0,0,153,24,95,268,136,176,168,111,20,8,1007,151,503,1306,910,957,977,633,98,23,5559
LGA59799,0,3,6,3,0,0,0,0,0,19,0,0,4,3,4,3,0,0,0,14,0,0,10,6,3,8,3,0,0,24,0,0,6,10,6,4,0,0,0,25,0,4,43,21,20,6,0,0,0,95,0,0,27,61,42,12,0,0,0,138,0,3,28,21,20,6,0,0,0,89,0,20,127,127,105,43,8,3,3,434
LGA60210,0,9,30,35,49,61,45,10,0,239,0,3,31,17,33,30,17,0,0,135,0,0,20,23,23,26,8,0,3,108,0,0,9,10,32,17,3,0,0,71,0,0,3,13,35,25,8,4,0,87,0,0,7,5,11,17,5,4,0,46,52,7,23,42,70,103,124,61,37,517,283,170,381,556,851,1267,1134,459,153,5247
LGA60410,4,71,288,279,233,180,44,3,3,1106,0,25,156,176,133,84,13,0,0,590,0,5,105,118,129,74,13,0,0,438,4,3,32,81,62,54,10,0,0,242,0,3,37,67,59,47,0,0,0,212,0,6,15,12,25,15,6,0,0,83,158,98,176,176,157,175,137,76,22,1166,1162,1085,2179,2161,2043,2016,1310,523,144,12624
LGA60610,3,77,246,240,274,223,81,24,8,1178,3,36,162,153,181,114,18,9,4,687,0,12,89,120,180,102,18,3,0,531,0,7,61,98,121,86,15,3,0,390,0,6,69,104,107,55,14,4,0,355,4,5,15,40,53,41,21,4,3,177,124,84,134,143,192,192,198,160,138,1366,1383,1216,2149,2184,2612,2433,1933,1112,431,15446
LGA60810,6,72,228,242,330,293,112,13,16,1313,7,29,146,171,231,169,33,7,0,786,0,23,126,145,216,170,26,8,0,712,0,3,64,95,139,100,18,0,0,426,0,4,52,118,142,107,20,3,0,443,0,0,6,43,63,51,8,3,3,176,127,60,143,141,208,233,247,183,79,1421,1305,1064,1937,2289,3048,3349,2752,1485,522,17742
LGA61010,0,6,24,26,30,22,12,3,0,118,0,5,19,13,11,10,6,0,0,67,0,0,8,3,12,17,3,0,0,54,0,0,10,3,9,6,4,0,0,28,0,0,0,4,10,5,0,0,0,22,0,0,0,4,4,8,7,0,0,25,6,4,15,19,29,36,53,23,5,184,90,72,190,237,317,381,358,138,22,1802
LGA61210,5,49,136,102,141,86,36,10,4,574,0,14,76,72,68,53,11,3,0,285,0,8,39,44,64,52,10,3,0,220,0,5,23,31,24,25,9,0,0,117,0,0,13,37,29,31,9,3,0,124,0,0,3,15,21,27,10,0,0,72,69,51,68,58,109,135,78,46,10,630,493,493,863,870,1110,1166,808,394,115,6304
LGA61410,8,186,835,832,949,843,392,121,55,4210,0,67,589,654,660,539,171,50,12,2738,0,19,423,594,610,522,117,27,21,2327,0,9,249,433,496,350,48,14,14,1616,0,6,192,454,599,396,75,16,18,1763,0,13,65,175,234,176,44,26,10,738,257,231,497,462,475,493,512,380,265,3566,3165,2834,6206,6787,7396,7587,6099,3404,1497,44973
LGA61510,0,30,112,130,153,143,34,9,4,618,0,9,55,77,105,67,11,0,0,311,0,4,43,54,90,77,6,0,0,272,0,5,16,39,54,33,3,0,0,155,0,0,6,29,51,34,3,0,0,125,0,0,12,17,7,11,6,0,0,62,83,44,81,69,95,126,119,97,16,723,612,481,1054,1173,1469,1478,1148,575,154,8149
LGA61610,5,74,299,307,356,281,83,29,11,1444,0,27,193,197,208,164,52,12,7,864,0,14,115,154,157,129,19,7,0,607,0,9,76,108,146,77,23,6,7,448,0,0,61,116,118,86,24,7,0,412,0,8,15,42,56,50,22,3,5,200,126,67,170,160,187,272,321,235,176,1711,1564,1317,2712,2791,3267,3292,2938,1622,700,20209
LGA61810,0,27,81,62,95,70,26,13,3,371,0,9,39,36,50,50,11,0,0,193,0,10,43,28,33,26,11,3,0,149,0,0,16,21,20,20,0,0,0,84,0,0,10,19,23,16,10,3,0,81,0,0,4,10,6,15,5,0,3,41,53,31,44,54,66,106,95,55,21,520,343,326,618,653,869,1105,928,475,173,5480
LGA62010,0,3,4,13,17,30,9,3,0,77,0,0,3,8,11,7,7,3,0,37,0,0,3,7,11,6,3,3,0,33,0,0,3,5,3,0,0,0,0,14,0,0,5,5,7,3,0,3,0,26,0,0,0,0,7,3,0,0,0,13,3,0,8,7,6,11,14,9,0,59,29,30,69,89,117,200,168,59,15,775
LGA62210,0,16,41,57,84,68,26,3,0,293,0,3,36,36,52,45,12,4,0,199,0,0,22,45,60,56,4,3,0,187,0,0,17,33,40,25,3,3,0,121,0,0,11,16,31,29,3,0,0,98,0,3,9,8,10,17,5,3,3,53,57,44,64,62,93,88,107,62,15,590,377,338,597,686,988,1072,910,420,129,5511
LGA62410,0,6,39,31,51,59,29,13,4,231,0,3,18,23,21,39,21,3,0,123,0,0,4,17,30,27,9,0,0,81,0,4,15,12,14,9,8,0,0,52,0,0,0,10,13,28,12,3,0,72,3,0,3,6,11,20,14,3,3,66,23,9,24,40,61,84,106,47,19,402,143,116,312,409,586,893,934,361,111,3860
LGA62610,12,173,824,659,747,610,175,43,27,3270,0,48,447,471,507,356,64,17,7,1909,0,18,253,370,378,262,34,9,0,1325,0,3,142,196,204,113,20,5,0,689,0,0,104,160,215,116,18,5,6,623,3,4,19,36,66,38,22,12,3,200,274,203,423,405,465,487,424,388,208,3282,2924,2858,6182,5661,6140,5856,4323,2730,1154,37831
LGA62810,0,226,914,627,706,624,349,145,54,3651,0,113,675,571,562,446,217,58,40,2682,0,27,506,588,647,497,162,56,30,2499,3,14,267,514,563,375,93,40,12,1877,0,12,311,725,822,585,159,67,24,2699,3,5,91,380,527,428,190,47,31,1698,190,299,579,422,438,484,405,253,250,3308,3009,4564,7800,6345,6531,6390,4683,2495,1401,43208
LGA63010,6,49,187,232,238,211,92,16,4,1028,0,18,129,136,151,139,38,3,0,615,0,8,54,96,132,92,23,3,0,399,0,3,26,44,75,42,8,0,0,203,0,0,29,67,99,65,20,5,0,287,3,3,9,26,35,44,24,3,3,145,110,61,105,155,162,221,218,112,42,1191,939,671,1498,1890,2376,2690,2075,894,260,13295
LGA63210,7,14,68,64,96,81,34,7,0,370,0,5,35,35,53,50,12,3,0,185,0,3,16,37,51,35,3,0,0,143,0,3,15,19,26,23,3,0,0,86,0,0,12,28,34,15,5,0,0,104,0,3,0,13,12,14,3,7,0,45,51,23,43,57,97,91,80,36,13,489,393,251,538,654,1014,1033,806,314,100,5109
LGA63410,0,4,26,18,32,21,9,0,0,114,0,3,19,11,17,14,5,5,0,82,0,0,17,7,14,19,7,0,3,68,0,0,7,16,4,8,5,0,0,43,0,6,7,9,14,14,7,0,0,57,0,0,5,3,5,9,3,0,0,24,27,9,11,11,18,30,22,21,12,157,54,73,201,159,222,271,190,120,43,1336
LGA63610,3,139,560,532,550,525,230,81,26,2642,0,38,403,478,442,396,113,26,10,1904,0,8,286,420,453,309,72,21,3,1575,0,0,133,267,328,230,44,13,3,1029,0,8,103,356,463,236,64,16,8,1254,0,5,23,144,207,118,40,19,4,562,140,82,207,216,226,315,281,179,70,1715,2155,1674,3819,4462,4907,5078,3948,1970,718,28724
LGA63810,0,25,127,127,178,146,56,22,6,689,0,10,79,95,107,89,28,4,0,419,0,6,56,85,96,80,14,6,3,347,0,0,22,48,58,52,7,0,0,187,0,0,34,49,73,45,12,3,0,219,0,3,5,19,36,30,13,3,3,109,61,31,62,94,97,131,139,99,49,758,539,459,1002,1210,1477,1667,1527,763,257,8913
LGA64010,14,231,1000,876,939,745,267,105,39,4208,5,104,582,572,613,451,120,31,12,2491,0,35,399,479,545,404,86,28,18,1995,3,8,209,357,379,279,52,11,0,1302,0,7,187,379,411,270,61,22,3,1349,7,8,80,176,253,203,68,31,15,841,435,421,659,606,678,651,719,450,311,4928,4312,5062,8206,7825,8583,7989,6524,3537,1677,53708
LGA64210,4,71,217,242,341,240,67,19,5,1216,0,17,166,197,189,147,43,3,0,770,0,8,97,147,196,124,22,6,3,603,0,7,58,104,109,85,15,0,0,383,0,0,47,83,118,80,16,0,0,345,0,3,19,29,54,40,17,0,3,159,112,66,135,161,184,217,199,141,62,1273,1227,961,1863,2186,2811,2872,2332,1206,492,15952
LGA64610,0,44,161,180,205,175,56,13,4,840,0,15,86,114,127,106,28,4,3,499,0,0,54,67,100,82,25,3,3,335,0,3,29,41,60,45,7,3,0,193,0,0,14,51,62,51,16,3,0,198,0,0,5,26,39,39,19,9,0,139,82,80,104,110,178,193,158,122,42,1063,724,668,1210,1410,1876,1992,1679,819,238,10612
LGA64810,0,54,260,219,253,193,68,17,3,1069,0,14,157,119,180,122,28,3,0,629,0,8,93,109,144,102,18,3,0,469,0,0,34,60,80,62,9,0,0,238,0,0,27,57,85,64,10,0,0,245,0,3,6,15,22,25,13,3,0,96,90,59,120,119,136,152,151,89,35,951,847,721,1671,1696,2058,2167,1599,707,263,11733
LGA65010,0,20,64,79,100,97,28,7,9,405,0,16,25,45,56,38,5,0,0,188,0,8,18,41,45,41,4,4,3,165,0,0,7,19,24,12,3,0,0,76,0,3,7,16,32,15,3,0,0,74,0,0,0,10,10,14,9,3,0,53,56,19,46,52,73,73,61,30,17,432,399,276,593,657,968,980,687,268,86,4915
LGA65210,0,0,23,13,22,42,9,6,0,112,0,0,8,13,15,26,7,3,0,72,0,0,9,9,13,17,6,0,0,48,0,0,0,4,3,6,4,0,0,20,0,0,0,11,3,7,3,3,0,24,0,0,0,0,5,11,4,0,0,30,10,8,12,27,50,54,73,42,22,306,72,63,150,217,344,512,443,188,61,2047
LGA65410,4,32,135,147,190,169,57,24,0,769,3,20,102,93,152,84,26,5,0,485,0,6,68,98,144,98,18,8,0,429,0,6,48,59,90,59,9,3,0,278,0,3,36,50,76,53,10,0,0,238,0,5,18,30,32,26,13,8,0,129,85,46,79,108,143,135,172,148,68,986,791,616,1271,1440,2009,2087,1740,966,311,11238
LGA65610,3,16,52,25,43,30,11,3,0,192,0,14,34,24,37,22,5,0,0,144,0,7,26,24,37,21,0,0,0,120,0,3,23,23,30,22,0,0,0,108,0,8,32,37,44,31,3,0,0,156,0,0,3,13,12,9,0,0,0,47,33,17,44,37,56,60,59,37,7,354,177,203,466,496,661,666,441,225,38,3383
LGA65810,3,81,282,263,334,336,117,33,3,1456,0,32,157,203,273,183,53,7,3,909,0,12,112,199,236,173,41,14,3,782,0,0,69,145,165,131,24,3,0,540,0,4,62,148,193,140,28,4,3,591,0,3,13,66,86,69,35,7,3,281,153,81,152,138,210,289,245,140,59,1465,1502,1109,2098,2482,3243,3552,2863,1389,498,18732
LGA69499,0,3,12,10,5,4,0,0,0,36,0,0,3,7,7,8,0,0,0,27,0,0,7,3,0,0,0,0,0,9,0,0,5,0,0,3,0,0,0,9,0,0,7,4,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,4,7,19,37,22,27,16,16,6,0,138,62,90,183,147,135,113,84,12,3,835
LGA69799,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,4,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,0,8,23,5,15,12,7,0,0,73
LGA70200,15,191,618,422,480,352,94,17,5,2198,5,77,474,354,405,274,55,8,0,1656,5,39,360,393,363,256,33,3,0,1453,0,18,209,259,318,257,45,0,0,1106,0,11,231,382,407,308,41,4,3,1390,3,6,43,112,205,130,37,0,0,529,227,218,670,488,516,454,236,83,34,2931,1423,1377,4265,3603,3769,3085,1373,492,164,19560
LGA70420,3,32,85,54,48,36,17,3,0,282,0,12,56,35,44,33,10,0,0,185,0,10,43,30,34,29,7,0,0,157,0,3,26,30,22,33,6,0,0,121,0,0,24,32,42,28,8,0,0,137,0,3,4,6,13,19,0,0,0,46,101,108,182,126,136,81,34,13,0,784,482,625,1150,821,820,587,305,96,20,4911
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24,23,23,15,7,0,0,131
LGA70620,0,13,23,18,19,13,3,0,0,89,0,4,22,6,11,17,5,0,0,60,0,4,10,11,11,9,3,0,0,47,0,0,7,6,13,13,3,0,0,41,0,0,19,17,10,24,7,0,0,71,0,0,5,3,8,4,0,0,0,24,56,25,64,67,52,27,12,7,0,316,262,310,612,529,428,287,109,50,12,2593
LGA70700,0,0,9,9,22,12,9,0,0,65,0,0,11,6,17,7,3,0,0,43,0,0,11,7,16,8,4,0,0,43,0,0,0,7,17,9,0,0,0,36,0,0,5,11,12,8,0,0,0,37,0,0,3,7,5,3,3,0,0,17,14,11,36,32,49,69,46,11,0,273,55,64,141,114,232,238,176,44,9,1073
LGA71000,57,687,2207,1365,1069,812,363,86,24,6660,5,362,1816,1091,935,671,247,33,10,5158,12,197,1499,1118,939,663,187,41,6,4653,0,74,929,997,941,603,135,12,0,3696,0,62,1315,1554,1454,986,200,29,6,5604,3,22,534,897,916,623,149,37,4,3189,614,786,2260,1405,1261,1073,639,276,108,8420,4177,5265,16277,12308,10647,8511,4862,1740,470,64253
LGA71300,0,3,27,14,22,10,3,0,0,78,0,3,20,17,10,16,0,0,0,62,0,0,21,19,7,11,3,0,0,62,0,0,15,13,15,24,3,0,0,65,0,0,16,14,19,21,7,0,0,71,0,0,5,0,3,3,0,0,0,8,382,235,434,307,217,135,49,13,5,1783,989,818,1617,1234,921,596,211,50,8,6435
LGA72200,6,75,219,124,140,83,24,4,3,674,4,51,206,133,116,67,18,0,0,591,0,26,185,111,125,81,22,3,0,545,0,5,82,71,100,64,16,0,0,334,0,8,96,103,96,59,20,3,0,384,0,0,15,29,33,30,11,0,0,122,164,147,396,249,340,271,149,66,20,1792,572,647,1762,1263,1393,1058,576,210,41,7526
LGA72300,32,251,384,284,410,247,109,11,4,1740,17,177,311,322,378,235,48,7,0,1497,8,72,262,306,371,212,38,8,0,1271,0,19,184,234,309,166,27,3,3,941,3,46,381,534,483,253,55,4,4,1756,3,25,228,286,285,130,27,0,0,979,280,357,1086,1033,908,554,252,53,10,4544,1372,1641,3724,3901,4179,2947,1455,349,67,19634
LGA72330,0,10,29,19,14,28,7,0,0,113,0,7,19,24,29,22,4,3,0,108,0,0,6,6,12,17,3,0,0,42,0,0,5,10,9,21,10,0,0,47,0,0,9,15,16,23,0,0,0,57,0,0,0,0,0,3,4,0,0,18,297,397,413,280,220,122,11,16,0,1755,562,740,1128,853,709,516,198,71,17,4797
LGA72800,33,405,875,598,470,281,45,11,0,2724,6,243,791,561,443,219,37,3,0,2298,8,106,666,624,399,201,19,0,0,2018,0,52,399,435,359,154,22,3,0,1426,3,54,638,701,542,242,25,6,0,2208,0,28,352,363,229,114,13,4,0,1108,264,294,677,524,379,305,150,57,13,2667,2044,2624,6764,5503,4059,2538,1074,383,85,25072
LGA73600,0,7,32,29,26,14,10,0,0,125,0,5,23,19,22,20,0,0,0,91,0,5,21,17,27,21,0,0,0,93,0,0,8,11,20,24,3,0,0,67,0,3,23,21,21,18,0,0,0,84,0,0,3,6,10,0,5,0,0,28,217,72,153,88,113,75,37,3,0,766,604,530,1121,787,746,505,249,67,6,4626
LGA74050,0,0,12,8,7,13,0,0,0,53,0,3,12,12,14,0,4,0,0,36,0,0,15,5,4,8,0,0,0,23,0,0,8,5,0,6,0,0,0,20,0,3,8,5,9,12,3,0,0,43,0,0,0,0,0,4,0,0,0,7,31,17,28,51,19,10,12,0,0,168,187,197,417,379,328,224,78,28,4,1837
LGA74550,3,10,21,16,20,10,7,0,0,89,0,9,12,13,21,18,9,0,0,76,3,0,11,11,19,6,0,0,0,52,0,3,5,3,3,11,0,0,0,27,3,0,3,0,19,11,3,0,0,43,0,0,4,3,5,0,0,0,0,16,76,78,148,62,73,44,22,10,3,522,218,295,464,295,345,248,129,59,10,2052
LGA74560,0,0,5,3,16,8,0,0,0,34,0,0,4,8,9,13,3,0,0,39,0,0,4,8,7,6,3,0,0,29,0,0,0,3,6,6,0,0,0,19,0,0,3,5,6,10,0,0,0,28,0,0,0,0,8,6,0,0,0,17,3,0,3,3,8,9,9,0,0,35,17,16,36,60,88,97,69,7,3,392
LGA74660,3,8,47,31,33,18,3,0,0,140,0,3,37,24,31,23,0,0,0,120,0,3,35,28,28,18,0,0,0,103,0,4,12,29,27,15,0,0,0,83,0,4,34,50,41,35,0,0,0,160,0,0,5,6,12,11,0,0,0,36,136,108,185,251,195,67,19,8,0,958,497,553,1116,986,803,429,120,40,9,4555
LGA74680,0,8,4,5,6,6,0,0,0,27,0,3,13,3,7,8,5,0,0,37,0,3,8,12,10,0,0,0,0,32,0,3,4,3,0,9,0,0,0,15,0,0,8,9,4,0,0,0,0,23,0,0,0,3,0,3,0,0,0,9,48,17,138,71,37,14,6,0,0,329,275,299,642,392,274,174,51,13,0,2128
LGA79399,8,45,160,117,96,70,16,0,0,512,3,35,105,91,84,56,15,0,0,394,3,13,69,86,93,50,7,0,0,322,0,10,53,81,80,54,9,0,0,286,0,7,137,166,147,96,9,0,0,569,0,0,55,100,79,50,11,0,0,303,84,107,239,191,175,146,67,14,0,1022,277,442,1289,1160,1066,791,347,48,9,5432
LGA79499,0,3,24,17,12,26,6,0,0,88,0,3,21,18,16,7,9,0,0,69,0,0,17,11,5,13,4,0,0,49,0,0,5,15,12,0,0,0,0,33,0,3,22,10,18,10,0,0,0,58,0,0,6,8,16,8,3,0,0,39,4,47,143,96,111,81,51,12,0,551,32,183,457,396,461,438,278,38,0,2281
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,0,0,25,0,3,30,19,9,3,0,3,0,72
LGA89399,171,3242,8531,5235,4323,4003,2702,953,386,29543,36,1652,9301,5483,4370,3555,1815,533,214,26966,19,549,7820,6447,5366,3545,1467,400,151,25763,9,156,4423,5103,4043,2601,905,214,99,17555,23,120,5790,11275,10392,5649,1430,299,132,35116,21,58,1248,4109,5141,3152,874,244,98,14945,1539,2167,4663,3531,3063,2531,2145,1648,1415,22691,24468,31354,66008,58298,50915,41426,29428,14352,6155,322415
LGA89499,0,9,7,3,3,3,0,0,0,27,0,4,6,7,0,3,0,0,0,21,0,0,6,5,3,8,0,0,0,20,0,0,4,0,0,3,0,0,0,8,0,0,3,0,3,3,0,0,0,13,0,0,0,3,0,4,0,0,0,9,6,9,9,26,6,20,0,3,0,88,35,79,108,107,68,78,24,8,3,506
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,0,16,49,55,64,58,26,0,0,273,3,8,30,40,38,42,17,0,0,188,0,6,23,32,44,36,17,5,0,171,0,0,21,42,34,32,11,0,0,151,0,4,29,48,63,41,12,0,0,204,0,0,7,13,11,13,6,0,0,58,49,70,179,124,127,102,70,30,12,755,205,199,566,633,707,701,463,182,51,3714
LGA99499,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8,3,10,0,5,9,11,13,0,0,46
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
