LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA56370,127,58,110,59,92,124,81,57,22,726,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,10,3,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,4,10,7,0,3,0,48,6,5,7,4,10,7,3,3,0,44,129,60,117,68,105,132,82,54,29,773
LGA56460,1040,608,522,498,611,672,464,267,125,4804,0,4,0,0,0,0,3,0,0,11,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,14,21,124,35,20,33,34,21,4,6,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,124,39,21,40,44,20,3,3,328,23,129,39,21,40,43,23,7,10,341,1062,734,564,521,650,718,487,272,132,5145
LGA56580,4139,2937,1626,2308,2942,2601,2071,1026,549,20205,0,0,0,7,3,3,0,6,0,18,0,4,11,3,3,8,4,5,0,45,5,4,3,9,3,4,4,4,0,32,0,3,7,0,3,3,0,0,0,23,0,0,0,4,0,3,0,0,0,11,61,102,123,105,163,190,249,214,180,1392,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,3,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,66,116,144,123,182,213,266,224,180,1514,66,116,152,133,186,215,266,228,180,1535,4203,3046,1776,2440,3123,2818,2331,1258,734,21737
LGA56620,377,260,280,215,163,119,52,21,0,1484,4,9,3,0,5,0,0,0,0,26,0,0,4,0,0,8,0,0,0,17,0,3,3,0,5,8,0,0,0,16,0,0,0,0,0,3,4,0,0,8,0,3,0,4,4,0,3,0,0,20,19,25,21,16,17,11,13,0,0,119,0,0,3,0,3,3,0,0,0,13,0,0,6,6,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,36,23,29,46,28,0,4,208,25,40,42,23,33,47,28,0,4,231,404,301,314,234,195,166,80,20,3,1721
LGA56730,2050,1122,1246,1288,1366,1523,1141,528,188,10455,3,0,0,0,0,3,4,0,0,18,0,0,5,0,3,0,3,0,0,11,0,0,0,0,3,5,0,0,0,6,0,3,0,3,0,6,5,0,0,20,0,0,0,4,0,4,0,0,0,8,43,124,99,62,70,65,41,26,12,546,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,130,105,73,79,82,48,26,12,596,51,131,103,72,79,87,55,31,11,615,2100,1251,1349,1365,1448,1601,1201,561,201,11068
LGA56790,486,236,231,301,432,579,465,195,52,2981,3,4,0,0,0,3,3,0,0,16,11,0,13,3,14,52,52,3,0,153,0,0,3,3,4,29,85,11,0,136,0,0,5,3,3,24,47,3,0,82,0,0,4,0,0,19,37,7,0,71,84,14,106,56,95,201,325,169,18,1074,0,0,0,0,0,9,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,20,126,70,123,338,553,192,18,1536,96,21,125,69,128,342,553,192,21,1551,579,255,359,374,559,919,1024,388,70,4533
LGA56860,48,30,20,27,25,45,21,17,8,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,13,0,3,3,0,0,5,0,0,0,14,50,33,16,27,28,48,21,15,8,244
LGA56930,310,323,119,111,225,207,141,86,41,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,8,15,3,3,7,4,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,3,7,6,4,3,0,48,8,13,3,3,7,6,4,3,0,48,316,337,118,116,228,214,148,94,41,1610
LGA57000,89,37,112,78,109,94,39,13,9,581,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,5,0,0,20,0,0,0,0,0,3,3,0,0,3,6,14,97,77,90,68,10,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,107,77,94,69,20,0,0,388,6,17,107,77,94,68,20,0,0,391,91,52,225,160,201,167,59,16,9,972
LGA57080,1120,3545,7282,2856,1912,1773,1269,546,151,20441,0,7,19,8,8,3,10,4,0,60,8,29,173,253,269,204,85,23,9,1049,17,27,170,199,272,181,68,19,0,961,6,38,72,134,211,147,64,12,0,673,8,4,57,75,93,60,13,11,3,326,87,319,484,469,457,330,207,104,48,2508,3,0,4,14,36,24,9,4,0,88,0,6,15,15,10,13,4,0,0,65,0,3,11,12,10,8,6,0,3,48,0,0,0,0,0,0,0,0,0,0,138,432,984,1159,1364,958,454,168,60,5723,138,439,998,1171,1375,969,459,171,66,5782,1259,3980,8278,4024,3288,2737,1727,717,213,26227
LGA57140,197,73,102,96,144,199,132,82,25,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,3,3,10,3,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,3,3,10,6,6,7,57,0,6,19,3,3,10,6,6,7,57,197,83,117,100,151,204,139,86,26,1109
LGA57210,872,461,378,570,736,745,603,280,90,4730,0,0,0,0,3,3,5,3,0,20,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,3,3,0,0,12,0,0,0,0,0,4,3,0,0,11,0,0,3,0,0,0,0,0,0,3,8,24,31,27,27,41,20,17,0,199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,28,39,28,27,51,35,15,0,236,10,26,39,31,31,49,34,22,3,256,883,486,419,601,771,791,638,297,96,4985
LGA57280,3293,1487,3085,2272,1885,1102,313,96,28,13562,6,4,5,6,3,3,0,0,0,27,7,9,43,35,58,55,49,10,0,259,13,4,55,41,42,78,71,19,0,323,13,9,62,78,115,82,50,8,0,415,0,0,24,21,27,40,30,5,0,150,71,150,561,467,513,394,144,24,3,2333,0,0,5,13,18,22,23,3,0,77,0,0,0,0,4,3,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,103,176,750,660,772,672,361,69,3,3573,107,178,753,666,778,676,361,69,3,3595,3405,1669,3837,2935,2667,1774,679,164,31,17162
LGA57350,153,54,89,66,147,172,132,85,26,920,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,19,13,4,11,10,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,14,8,11,10,7,0,0,79,11,21,14,8,11,6,7,0,3,78,168,73,100,73,153,183,130,80,32,1004
LGA57420,293,81,185,211,213,237,211,80,14,1534,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,6,3,0,0,14,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,6,0,0,0,16,0,0,0,0,0,0,0,0,0,4,3,25,63,65,51,42,15,4,3,276,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,66,69,59,53,24,3,3,322,3,28,66,69,59,53,27,3,3,326,298,114,253,279,272,294,241,84,19,1853
LGA57490,27345,15690,16562,15924,15940,11519,8177,4576,1633,117360,28,67,51,31,15,16,16,14,3,239,14,70,125,64,30,47,26,13,3,398,0,6,22,10,15,19,23,6,3,103,8,22,19,9,8,26,19,3,4,114,0,5,12,4,10,20,12,6,0,71,416,687,801,425,339,271,196,118,57,3298,0,0,7,3,4,12,4,4,0,46,3,0,3,5,6,12,0,0,0,26,0,0,6,10,5,6,3,0,0,33,0,0,0,0,0,0,0,0,0,0,441,795,987,534,422,404,286,155,65,4093,467,857,1042,566,433,422,304,176,66,4333,27814,16548,17599,16487,16376,11939,8472,4750,1704,121694
LGA57630,0,0,0,10,16,29,23,6,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,3,5,17,17,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,23,24,3,0,68,0,7,0,3,11,23,24,3,0,68,0,7,0,12,22,52,42,7,0,142
LGA57700,6303,3344,4184,3533,3485,2464,1514,627,176,25620,8,0,3,4,4,0,3,0,0,27,0,0,0,0,3,0,3,0,0,12,4,0,3,0,0,3,8,3,0,20,0,0,0,0,3,4,4,0,0,16,0,0,0,0,0,0,3,3,0,10,81,127,103,57,56,61,37,16,15,552,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,131,104,60,67,76,58,26,15,614,94,137,106,62,71,75,56,26,18,644,6395,3477,4291,3597,3554,2537,1573,649,190,26261
LGA57770,166,51,123,122,113,140,128,35,14,881,0,0,0,0,0,0,0,0,0,3,6,0,3,9,3,27,34,0,0,77,9,0,0,7,18,38,66,11,0,144,3,0,4,5,4,28,34,8,0,78,0,0,0,3,0,15,20,3,0,46,48,21,70,70,98,196,267,114,24,900,10,0,3,3,0,5,5,0,0,26,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,4,7,3,0,22,0,0,0,0,0,0,0,0,0,0,65,22,84,90,125,306,439,139,24,1294,65,22,80,90,125,306,436,139,24,1300,237,74,203,209,235,450,564,169,40,2179
LGA57840,5974,6000,6676,5149,5007,4863,3414,1712,1084,39883,3,16,4,0,0,10,3,9,3,42,5,3,10,15,10,27,18,7,0,85,0,0,15,7,13,12,11,0,0,66,0,4,8,6,16,11,10,0,0,55,4,3,11,7,9,13,3,0,0,52,108,297,235,144,135,147,100,52,28,1260,0,0,0,0,0,0,3,0,0,11,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,0,0,7,0,0,3,0,4,0,0,0,0,5,124,314,275,180,184,222,153,65,30,1547,124,327,276,180,185,232,155,74,31,1595,6103,6335,6957,5324,5191,5092,3571,1786,1118,41475
LGA57910,34736,23138,37082,28866,24946,21087,15834,10371,4637,200695,25,22,38,25,21,17,33,28,14,221,15,26,34,35,32,50,60,18,6,279,24,24,39,38,32,61,58,19,4,288,3,12,24,16,18,29,25,8,0,133,3,10,9,15,13,17,14,4,0,89,489,709,983,529,484,421,320,231,122,4296,0,0,3,0,3,8,14,0,0,37,0,5,6,0,0,4,0,0,0,21,0,3,0,0,12,0,3,0,0,20,5,0,8,0,0,3,3,0,0,18,535,797,1109,636,602,596,500,279,130,5183,560,813,1145,667,623,613,536,311,145,5403,35297,23950,38227,29529,25566,21696,16372,10682,4781,206100
LGA57980,2792,2703,3369,2458,2096,1966,1673,932,413,18388,3,9,0,0,4,3,9,5,0,27,8,3,11,8,4,8,5,7,0,48,0,4,6,5,4,0,3,0,0,21,0,3,6,3,3,3,0,0,0,16,0,0,0,0,3,0,0,0,0,3,167,192,146,111,73,55,60,25,6,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,180,204,167,120,92,67,74,32,6,940,181,208,171,120,93,73,82,32,10,967,2970,2909,3539,2581,2184,2034,1754,966,416,19354
LGA58050,28494,17546,19896,18339,17507,12988,8014,3779,1301,127869,11,18,21,11,13,19,10,12,3,119,12,11,12,10,8,20,20,3,3,98,10,3,7,10,9,15,22,12,0,96,10,8,7,11,14,24,10,0,0,87,3,6,3,6,8,18,10,3,0,62,436,624,594,414,293,318,235,177,109,3208,3,0,0,4,3,8,6,4,0,26,0,0,0,5,0,0,3,0,0,10,0,0,0,0,0,3,4,0,0,5,4,0,0,0,0,0,0,0,0,3,470,659,636,459,342,413,304,197,115,3595,483,672,652,468,357,429,317,210,118,3718,28980,18221,20555,18802,17868,13420,8334,3991,1424,131583
LGA58190,88,27,45,46,63,42,33,19,3,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,9,8,4,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,4,5,3,0,0,22,0,4,8,4,4,3,3,0,0,24,88,36,52,53,64,51,32,19,3,395
LGA58260,141,40,71,66,68,71,60,12,10,544,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,6,6,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,19,5,7,4,0,58,0,0,4,16,18,5,7,4,3,64,141,36,78,80,86,81,71,17,14,605
LGA58330,633,363,269,380,706,784,691,249,34,4111,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,4,16,20,24,23,19,43,51,12,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,29,21,20,48,54,22,8,238,20,21,29,21,23,48,58,22,8,247,652,386,300,400,733,831,743,268,37,4352
LGA58400,48,27,21,38,64,60,43,14,8,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,13,0,8,0,0,3,0,3,0,0,13,48,35,21,38,71,59,47,21,8,339
LGA58470,83,52,54,26,24,26,16,3,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,5,5,0,0,15,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,5,3,0,10,11,22,25,25,5,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,11,20,43,41,3,0,144,3,3,17,11,20,43,41,3,0,144,88,51,67,40,46,70,54,9,0,422
LGA58510,4648,4656,7682,4936,3742,3072,2081,1344,1091,33245,0,5,6,0,0,6,3,8,0,29,0,10,17,52,56,14,0,0,0,159,0,3,52,49,46,25,11,9,0,191,3,3,23,7,12,17,3,3,0,71,3,0,9,14,24,4,9,0,0,58,57,201,179,120,121,106,63,25,10,878,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,57,219,272,247,256,177,89,38,10,1374,59,223,279,247,256,179,95,41,15,1396,4708,4875,7962,5181,3997,3250,2172,1383,1106,34638
LGA58540,163,61,95,116,159,124,87,45,8,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,4,6,10,3,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,10,4,9,12,3,8,0,57,4,7,6,4,9,12,3,8,0,61,167,69,103,117,167,137,95,51,8,914
LGA58570,4662,3458,8028,5164,4025,3093,1780,1060,628,31892,4,4,7,4,3,0,0,3,0,36,4,4,15,8,11,20,5,0,0,68,0,7,4,8,10,5,7,3,0,51,0,6,12,3,9,8,7,0,0,45,0,3,0,0,3,3,3,0,0,17,80,150,255,134,95,90,42,18,8,871,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,83,181,299,149,131,124,64,25,5,1065,90,183,304,159,130,126,64,30,6,1098,4752,3642,8336,5318,4153,3221,1850,1088,635,32985
LGA58610,331,145,137,186,236,264,232,120,60,1704,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,9,7,7,7,9,17,3,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,7,7,14,18,3,4,73,4,9,10,5,7,15,18,3,4,77,336,151,146,196,245,279,250,128,63,1783
LGA58680,88,23,32,58,82,69,43,30,4,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,3,0,15,0,3,3,0,3,0,5,3,0,15,84,23,36,56,86,69,49,30,4,433
LGA58760,42427,25222,27819,26869,24413,15854,10505,5360,1787,180265,24,22,17,19,13,13,25,20,13,168,8,7,18,15,13,25,23,15,0,116,0,8,13,4,4,28,22,7,0,88,3,3,10,6,12,27,20,0,0,81,0,7,0,3,0,6,7,3,0,26,527,690,637,411,291,279,210,98,31,3183,0,0,3,0,3,11,15,0,0,31,0,0,0,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,542,710,689,441,329,379,295,129,39,3550,568,735,705,459,344,390,316,149,51,3718,42999,25950,28521,27330,24758,16245,10822,5512,1840,183987
LGA58820,755,397,351,414,568,565,427,274,95,3833,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,38,18,22,19,26,12,4,5,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,18,22,15,29,12,8,3,155,14,39,19,22,15,29,12,8,8,158,768,434,365,439,581,586,444,277,101,3993
LGA58890,154,45,70,77,133,137,80,48,23,758,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,8,7,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,8,7,8,0,0,29,7,3,3,3,8,7,4,0,0,31,158,43,70,78,135,147,86,48,23,791
LGA59030,44,19,34,56,39,52,22,16,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,20,11,9,3,7,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,27,11,18,3,7,0,84,0,7,18,27,11,18,3,7,0,86,44,23,52,77,51,65,24,19,0,360
LGA59100,134,39,77,77,103,91,77,39,15,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,10,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,12,7,0,3,0,45,5,8,4,3,12,7,0,3,0,45,142,44,78,81,118,99,84,40,18,700
